,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
17922,17923,1.13,Very Good,H,SI1,63.3,56.0,6.65,6.62,4.2,4689
22853,22854,1.01,Premium,F,IF,62.3,57.0,6.5,6.35,4.0,9627
6875,6876,0.7,Premium,F,VS1,60.8,62.0,5.71,5.67,3.46,2874
24827,24828,0.5,Very Good,F,SI1,62.7,61.0,5.01,5.07,3.16,1197
26375,26376,0.36,Premium,F,VS2,60.5,59.0,4.61,4.64,2.8,726
15578,15579,0.72,Premium,G,IF,60.1,58.0,5.89,5.86,3.53,3185
23689,23690,1.5,Premium,F,SI1,61.4,59.0,7.34,7.31,4.5,11588
2204,2205,0.38,Very Good,E,VS1,61.5,58.0,4.64,4.69,2.87,1000
14883,14884,1.21,Premium,J,SI1,62.2,57.0,6.84,6.76,4.23,5266
1668,1669,0.24,Ideal,F,VVS2,61.4,59.0,4.0,4.05,2.47,540
26022,26023,0.91,Good,G,VS1,63.4,54.0,6.07,6.24,3.9,4284
13016,13017,0.33,Ideal,G,VVS1,61.8,55.0,4.47,4.5,2.77,838
21082,21083,1.05,Good,D,SI1,63.7,59.0,6.42,6.38,4.08,6174
25842,25843,2.14,Premium,G,SI2,60.4,59.0,8.32,8.38,5.04,17513
11896,11897,1.01,Good,G,SI1,62.8,58.0,6.36,6.29,3.97,4641
6796,6797,1.26,Ideal,I,SI1,62.4,56.0,6.93,6.85,4.3,5645
15181,15182,0.73,Ideal,G,VVS2,61.3,57.0,5.84,5.81,3.57,2869
9330,9331,1.17,Ideal,G,VS2,61.3,56.0,6.81,6.79,4.17,7548
7241,7242,0.43,Very Good,F,VS2,61.0,57.0,4.84,4.87,2.96,905
6014,6015,0.24,Ideal,G,VVS1,62.2,56.0,4.0,4.04,2.5,559
5071,5072,0.31,Premium,H,VS1,61.1,59.0,4.35,4.36,2.66,544
11171,11172,0.4,Premium,D,SI1,59.9,60.0,4.75,4.77,2.85,772
23845,23846,0.5,Ideal,I,VVS1,61.6,56.0,5.1,5.13,3.15,1747
25904,25905,0.37,Premium,E,VVS2,60.9,59.0,4.65,4.61,2.82,1082
16599,16600,1.51,Good,G,VS2,63.3,60.0,7.2,7.28,4.58,12756
8714,8715,1.0,Ideal,D,SI1,62.5,55.0,6.42,6.34,3.99,6664
5247,5248,0.44,Ideal,D,VS1,62.3,55.0,4.88,4.84,3.03,1294
26860,26861,0.3,Ideal,E,VS2,61.4,56.0,4.32,4.34,2.66,795
26811,26812,0.36,Premium,J,SI1,61.3,60.0,4.52,4.59,2.79,421
7613,7614,0.34,Ideal,F,VVS1,61.1,56.0,4.5,4.53,2.76,1174
15971,15972,0.32,Premium,G,SI1,61.6,58.0,4.36,4.4,2.7,477
18254,18255,1.05,Ideal,I,SI1,62.1,59.0,6.5,6.47,4.03,4516
8246,8247,0.3,Ideal,G,VS1,61.8,54.0,4.32,4.29,2.66,776
2136,2137,1.51,Very Good,F,VS2,61.1,59.0,7.32,7.37,4.49,14165
20434,20435,0.74,Good,D,VVS1,59.2,62.6,5.85,5.87,3.47,4274
536,537,1.22,Premium,I,VS2,60.3,59.0,6.93,6.87,4.16,6217
20804,20805,0.35,Ideal,D,SI1,62.1,57.0,4.49,4.47,2.78,772
11633,11634,0.26,Ideal,I,VS1,61.9,56.0,4.08,4.16,2.55,358
25377,25378,0.7,Ideal,G,VS2,61.6,56.0,5.7,5.73,3.52,3451
14557,14558,0.3,Ideal,H,SI1,62.2,57.0,4.27,4.31,2.67,450
7316,7317,0.31,Premium,G,VS2,59.9,59.0,4.38,4.4,2.63,544
4367,4368,1.03,Ideal,H,VS1,61.5,57.0,6.49,6.45,3.98,4874
578,579,0.42,Premium,I,SI1,62.6,58.0,4.76,4.8,2.99,626
2593,2594,1.0,Good,G,SI1,57.2,59.0,6.66,6.62,3.8,4758
10372,10373,0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,665
12513,12514,0.4,Ideal,E,SI1,62.7,57.0,4.72,4.69,2.95,945
16522,16523,0.7,Good,F,SI1,58.7,64.0,5.77,5.78,3.39,2573
26925,26926,0.9,Fair,F,VS1,66.2,55.0,6.11,5.97,4.0,4183
4036,4037,1.5,Good,F,VS2,63.6,59.0,7.13,7.22,4.56,10995
161,162,1.03,Ideal,J,SI2,62.4,56.0,6.44,6.48,4.03,4054
9623,9624,0.51,Premium,G,VS1,59.6,58.0,5.22,5.21,3.11,1833
25996,25997,1.5,Very Good,G,I1,60.3,61.0,7.34,7.39,4.44,5808
5372,5373,0.72,Ideal,G,SI2,61.6,54.0,5.78,5.82,3.57,2170
21731,21732,0.23,Very Good,G,VVS1,62.0,56.0,3.95,3.98,2.46,484
22475,22476,0.31,Ideal,G,VVS1,61.9,54.0,4.38,4.41,2.72,789
12865,12866,1.06,Very Good,F,SI1,62.5,58.0,6.46,6.5,4.05,4721
24007,24008,0.74,Premium,H,SI1,60.9,60.0,5.81,5.75,3.52,2201
8398,8399,1.08,Very Good,H,SI2,63.0,59.0,6.51,6.54,4.11,4481
10515,10516,0.71,Ideal,H,SI1,61.1,57.0,5.71,5.75,3.5,2313
6306,6307,0.76,Premium,D,VS2,61.7,59.0,5.87,5.9,3.63,3581
11033,11034,0.41,Ideal,J,VS2,62.2,54.4,4.72,4.75,2.95,637
9640,9641,0.31,Ideal,H,IF,62.1,54.0,4.37,4.33,2.7,1046
3564,3565,0.67,Very Good,E,SI2,63.1,58.0,5.62,5.53,3.53,1244
7118,7119,0.71,Ideal,I,VVS1,61.4,56.0,5.73,5.76,3.53,2606
20765,20766,0.5,Premium,E,VS2,63.0,58.0,5.07,5.02,3.18,1583
3310,3311,0.59,Ideal,E,VS2,62.1,55.0,5.4,5.42,3.36,1875
22211,22212,1.01,Ideal,G,VS1,62.1,54.0,6.41,6.43,3.99,7262
25407,25408,0.75,Ideal,E,VS2,60.2,57.0,5.93,5.9,3.56,3136
7652,7653,0.3,Premium,F,VVS1,,59.0,4.26,4.29,2.64,868
24075,24076,1.26,Very Good,D,SI1,59.9,59.0,7.02,7.14,4.24,7785
8867,8868,0.57,Ideal,H,SI1,61.8,55.0,5.31,5.37,3.3,1292
1365,1366,1.0,Very Good,G,SI1,62.3,62.0,6.34,6.38,3.96,5511
24062,24063,2.04,Ideal,H,SI2,61.5,57.0,8.15,8.18,5.02,16800
8799,8800,1.21,Ideal,H,VS2,62.8,55.0,6.79,6.74,4.25,5882
3721,3722,0.9,Very Good,F,SI1,63.4,58.0,6.09,6.12,3.87,3950
26055,26056,0.44,Premium,E,VS2,60.4,59.0,4.9,4.93,2.97,1003
7852,7853,1.01,Good,D,SI2,65.1,57.0,6.27,6.32,4.1,4468
5996,5997,1.73,Premium,G,VS2,62.9,58.0,7.65,7.58,4.79,16960
26770,26771,0.37,Ideal,G,IF,61.4,55.0,4.63,4.66,2.85,1056
9786,9787,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,734
5528,5529,1.05,Premium,G,SI2,61.8,60.0,6.49,6.46,4.0,4198
15153,15154,0.82,Good,E,SI2,61.8,56.0,5.95,5.99,3.69,3050
3138,3139,1.11,Very Good,H,SI2,61.5,59.0,6.56,6.61,4.05,4029
22119,22120,0.31,Fair,E,VS2,54.2,63.0,4.61,4.51,2.47,814
5667,5668,0.62,Ideal,H,VS1,61.4,56.0,5.47,5.51,3.37,1878
11021,11022,0.33,Ideal,I,IF,61.2,56.0,4.46,4.49,2.74,862
2534,2535,0.7,Premium,F,VVS1,62.4,56.0,5.69,5.63,3.53,3300
14463,14464,1.64,Premium,I,SI2,61.3,58.0,7.58,7.62,4.66,8587
4074,4075,0.52,Very Good,D,SI1,63.8,56.0,5.06,5.1,3.24,1452
16929,16930,2.18,Good,H,SI2,60.4,64.0,8.47,8.38,5.09,16842
3678,3679,0.3,Ideal,G,VS1,62.0,54.0,4.3,4.35,2.68,605
5897,5898,0.41,Good,E,SI1,,55.0,4.73,4.75,3.01,654
16727,16728,0.7,Ideal,I,SI1,61.9,58.0,5.67,5.7,3.52,2054
12049,12050,0.5,Ideal,E,SI1,61.8,56.0,5.11,5.07,3.14,1617
3504,3505,0.71,Very Good,G,VS2,63.1,56.0,5.58,5.77,3.58,2462
23381,23382,0.42,Premium,G,SI1,61.6,61.0,4.82,4.79,2.96,882
14362,14363,0.78,Ideal,H,SI1,61.2,56.0,5.92,5.99,3.64,2781
3396,3397,1.36,Very Good,H,VS1,59.9,58.0,7.16,7.2,4.3,9178
19066,19067,0.53,Premium,G,VS1,62.4,58.0,5.16,5.2,3.23,1721
15899,15900,0.29,Ideal,F,VVS1,61.1,57.0,4.26,4.29,2.61,715
10757,10758,0.24,Ideal,G,VVS1,62.4,56.0,3.97,3.99,2.48,559
18249,18250,1.23,Good,J,SI1,63.1,57.6,6.74,6.8,4.27,4870
24173,24174,0.3,Premium,F,VS2,61.8,60.0,4.27,4.3,2.65,524
6243,6244,0.4,Ideal,G,VS1,62.4,57.0,4.74,4.72,2.95,1125
23560,23561,0.4,Ideal,E,VS1,62.2,55.0,4.76,4.72,2.95,1125
17810,17811,1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,9784
85,86,0.76,Ideal,H,VS2,61.9,55.0,5.85,5.88,3.64,3016
9416,9417,0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32,367
11911,11912,0.3,Very Good,J,VS1,62.7,59.0,4.24,4.28,2.67,394
2388,2389,0.73,Ideal,G,SI1,62.1,54.0,5.78,5.81,3.6,2583
4538,4539,0.4,Good,E,SI1,64.2,57.0,4.66,4.68,3.0,662
19654,19655,1.1,Very Good,H,SI1,62.1,58.0,6.59,6.61,4.1,4276
13697,13698,0.32,Ideal,D,SI1,62.0,57.0,4.37,4.4,2.72,589
21954,21955,0.56,Ideal,D,VS2,61.0,57.0,5.28,5.35,3.24,1963
26889,26890,1.51,Very Good,F,SI1,63.2,57.0,7.34,7.23,4.6,9417
14295,14296,0.5,Good,G,VVS2,63.9,58.0,5.0,5.05,3.21,1715
17781,17782,1.0,Very Good,D,VS2,59.6,60.0,6.52,6.57,3.9,6745
13687,13688,1.25,Premium,D,SI1,62.4,58.0,6.89,6.83,4.28,7924
8090,8091,1.2,Very Good,J,VS2,59.9,60.0,6.98,6.95,4.17,5140
9236,9237,0.41,Premium,E,VS1,60.8,59.0,4.76,4.82,2.91,1079
17608,17609,0.32,Premium,E,SI1,62.2,57.0,4.43,4.38,2.74,720
13166,13167,0.73,Ideal,I,VS2,60.8,56.0,5.82,5.85,3.55,3438
26656,26657,0.4,Very Good,D,VS1,64.0,57.0,4.66,4.69,2.99,995
22369,22370,0.72,Very Good,H,SI1,61.5,56.0,5.77,5.8,3.56,2277
616,617,1.01,Premium,E,SI2,60.0,61.0,6.53,6.47,3.9,4921
23672,23673,0.9,Very Good,E,SI2,63.1,54.0,6.2,6.17,3.9,3084
23413,23414,0.32,Good,F,SI2,63.1,56.0,4.34,4.38,2.75,421
10060,10061,0.4,Very Good,G,SI1,63.1,56.0,4.75,4.72,2.99,840
3543,3544,0.42,Premium,E,SI1,61.6,59.0,4.85,4.83,2.98,992
12340,12341,0.39,Ideal,D,VS1,60.3,56.0,4.71,4.77,2.86,1095
26957,26958,2.09,Premium,H,SI2,60.6,59.0,8.27,8.22,5.0,17805
24255,24256,1.21,Ideal,G,VS1,62.5,55.0,6.79,6.8,4.25,8020
16709,16710,0.32,Ideal,G,SI1,61.8,55.0,4.4,4.43,2.73,449
8593,8594,1.2,Ideal,J,SI1,62.3,56.0,6.77,6.81,4.23,4830
18284,18285,0.33,Ideal,D,VS2,62.5,56.0,4.46,4.43,2.78,1002
10105,10106,0.36,Ideal,F,VVS2,60.4,58.0,4.61,4.66,2.8,853
26895,26896,1.02,Very Good,H,SI1,63.4,57.0,6.42,6.36,4.05,4884
16015,16016,0.58,Ideal,H,SI1,61.6,57.0,5.34,5.38,3.3,1184
12558,12559,1.02,Ideal,E,SI1,61.9,55.0,6.49,6.46,4.01,5806
6925,6926,0.35,Fair,D,VVS2,53.2,62.0,4.87,4.8,2.57,1011
11573,11574,0.32,Ideal,E,VS2,62.8,54.0,4.38,4.35,2.74,900
6351,6352,0.32,Premium,D,VS2,62.0,57.0,4.42,4.38,2.73,972
5318,5319,0.4,Very Good,D,VVS2,61.4,58.3,4.73,4.74,2.9,1359
23497,23498,0.24,Very Good,D,VVS1,61.9,54.0,3.99,4.02,2.48,492
6261,6262,1.02,Premium,H,SI1,62.9,59.0,6.41,6.38,4.02,4884
254,255,0.31,Ideal,F,IF,62.2,55.0,4.35,4.38,2.71,921
361,362,1.51,Very Good,E,SI2,62.8,59.0,7.24,7.31,4.57,9058
1694,1695,1.5,Premium,I,VS2,61.4,58.0,7.28,7.24,4.46,11655
7941,7942,0.38,Ideal,H,IF,58.9,58.0,4.69,4.81,2.8,1064
15260,15261,0.51,Very Good,D,SI1,59.4,59.0,5.18,5.22,3.09,1420
10184,10185,0.23,Very Good,H,VVS1,61.6,56.0,3.94,3.97,2.43,434
10803,10804,0.96,Ideal,F,VS1,61.7,56.0,6.4,6.34,3.93,4333
3765,3766,0.5,Very Good,E,VS2,62.9,59.0,5.06,5.09,3.19,1624
3435,3436,0.91,Very Good,F,SI1,62.3,60.0,6.08,6.15,3.81,4049
11335,11336,0.41,Very Good,G,SI1,62.5,57.0,4.69,4.72,2.94,719
10123,10124,0.52,Ideal,E,SI1,62.4,58.0,5.16,5.13,3.21,1656
11242,11243,1.41,Ideal,H,SI2,,56.0,7.11,7.17,4.48,7324
3774,3775,0.3,Ideal,G,VS2,61.8,54.0,4.34,4.37,2.69,545
22930,22931,1.01,Premium,F,VVS2,62.1,52.0,6.5,6.45,4.02,9013
17566,17567,0.31,Fair,F,VVS2,56.9,59.0,4.45,4.48,2.54,757
11588,11589,0.78,Ideal,J,VS1,61.4,57.0,5.9,5.93,3.63,2426
23541,23542,0.53,Good,E,VVS2,63.4,61.0,5.11,5.18,3.26,2582
20086,20087,0.57,Premium,F,SI1,60.7,58.0,5.36,5.32,3.24,1571
14331,14332,0.41,Ideal,D,VS1,62.8,57.0,4.76,4.73,2.98,1230
23275,23276,0.7,Very Good,I,VS2,63.0,60.0,5.59,5.62,3.53,1867
25417,25418,0.7,Fair,I,VS2,64.7,60.0,5.55,5.49,3.57,2117
24149,24150,0.54,Ideal,D,VS2,61.3,56.0,5.22,5.26,3.21,1892
14304,14305,0.71,Fair,F,SI1,62.6,57.0,5.73,5.68,3.57,2088
7873,7874,1.23,Very Good,I,VS2,61.2,59.0,6.84,6.81,4.18,6826
1453,1454,1.04,Ideal,H,SI2,60.5,57.0,6.55,6.51,3.95,3786
11297,11298,0.41,Ideal,E,VS1,61.8,57.0,4.76,4.79,2.95,1079
11428,11429,1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,4758
5373,5374,2.05,Premium,J,VS2,62.3,60.0,8.09,8.15,5.06,13543
25659,25660,0.33,Ideal,E,SI1,62.4,56.0,4.43,4.41,2.76,743
7772,7773,0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,3601
8931,8932,0.78,Ideal,I,VS2,61.2,58.0,5.88,5.92,3.61,2652
14538,14539,0.72,Good,F,SI1,63.9,62.0,5.7,5.63,3.62,2188
14178,14179,0.62,Premium,E,SI2,61.1,59.0,5.51,5.46,3.35,1579
16479,16480,0.44,Premium,G,VS1,62.3,59.0,4.82,4.87,3.02,965
13623,13624,2.03,Fair,H,I1,64.4,59.0,7.91,7.85,5.07,6002
19455,19456,1.2,Very Good,D,SI1,62.6,59.0,6.71,6.75,4.21,7909
17849,17850,1.0,Premium,E,SI2,,60.0,6.42,6.45,3.94,4620
13774,13775,0.5,Very Good,G,VVS1,61.3,57.0,5.15,5.07,3.13,1940
13992,13993,0.7,Very Good,D,VS2,63.3,56.0,5.6,5.58,3.54,2826
8549,8550,0.7,Very Good,E,VVS1,63.2,57.0,5.62,5.67,3.57,4644
18838,18839,0.9,Very Good,G,SI1,63.8,57.0,6.04,6.13,3.88,3752
4829,4830,0.64,Good,F,VS2,59.3,60.7,5.59,5.66,3.34,2063
26665,26666,0.7,Good,E,VS2,59.2,64.0,5.8,5.75,3.42,2559
16682,16683,0.3,Premium,E,VS2,61.7,60.0,4.31,4.28,2.65,731
7401,7402,1.0,Good,H,VS1,61.8,61.0,6.4,6.31,3.93,5219
4478,4479,0.42,Premium,F,VS1,60.9,59.0,4.8,4.85,2.94,1031
13167,13168,0.31,Very Good,G,VVS2,62.7,55.0,4.32,4.35,2.72,627
22619,22620,0.32,Ideal,F,SI1,60.6,57.0,4.45,4.49,2.71,604
1557,1558,0.26,Premium,E,VS1,61.9,58.0,4.11,4.1,2.54,580
25837,25838,0.3,Ideal,H,VS2,61.9,57.0,4.28,4.31,2.66,491
24753,24754,0.77,Very Good,D,SI1,58.6,59.0,6.0,6.04,3.53,3160
4938,4939,0.5,Ideal,G,VS1,62.0,55.0,5.05,5.11,3.15,1624
8045,8046,0.7,Very Good,J,VVS2,63.2,55.0,5.63,5.57,3.54,1968
4245,4246,0.9,Good,E,SI1,63.8,61.0,6.05,6.08,3.87,3391
875,876,0.27,Ideal,I,VS2,62.1,56.0,4.14,4.18,2.58,534
9515,9516,2.01,Very Good,H,SI1,,60.0,8.25,8.2,4.94,17476
25323,25324,2.01,Ideal,F,SI2,62.2,56.0,8.05,8.08,5.02,17078
25286,25287,0.51,Very Good,G,VVS2,63.3,58.0,5.07,5.04,3.2,1895
21945,21946,1.52,Very Good,G,VS2,62.4,56.0,7.26,7.36,4.56,11093
23058,23059,1.51,Premium,J,SI1,58.4,60.0,7.58,7.53,4.41,7314
12082,12083,0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,1438
6217,6218,1.27,Premium,I,SI1,60.9,59.0,6.99,6.94,4.24,5690
3699,3700,1.04,Good,F,VS2,63.7,58.0,6.34,6.43,4.07,6606
21905,21906,0.76,Premium,E,VS2,60.1,59.0,6.01,5.97,3.6,3192
19028,19029,0.31,Ideal,I,VS2,61.6,55.0,4.37,4.4,2.7,452
176,177,0.71,Ideal,G,SI1,62.5,57.0,5.72,5.64,3.55,2215
18660,18661,0.37,Ideal,E,VS2,61.2,57.0,4.58,4.64,2.82,811
25214,25215,1.02,Good,H,SI1,57.1,61.0,6.66,6.57,3.78,4167
25943,25944,1.2,Premium,J,SI1,61.5,59.0,6.84,6.81,4.2,4657
4580,4581,0.56,Ideal,H,IF,61.3,56.0,5.32,5.35,3.27,2135
282,283,0.7,Premium,E,SI1,59.7,60.0,5.81,5.79,3.46,2394
21272,21273,2.0,Ideal,I,SI1,61.4,57.0,8.05,8.11,4.96,16407
12951,12952,1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33,6793
18008,18009,1.38,Ideal,H,VS1,63.6,56.0,7.05,7.0,4.47,8037
14244,14245,0.43,Good,G,SI1,63.1,58.0,4.75,4.79,3.01,704
2375,2376,1.0,Premium,G,VS2,60.6,59.0,6.42,6.36,3.87,6451
25760,25761,1.24,Premium,H,SI2,62.3,58.0,6.84,6.8,4.25,4444
5461,5462,0.55,Ideal,E,VS2,59.3,57.0,5.39,5.43,3.21,1643
15838,15839,1.13,Ideal,H,VS2,62.0,57.0,6.61,6.69,4.12,6045
11680,11681,0.96,Very Good,I,SI2,62.7,58.0,6.2,6.24,3.9,3286
25871,25872,0.3,Good,H,SI2,63.9,57.0,4.27,4.24,2.72,485
3331,3332,1.07,Premium,I,VS2,60.7,58.0,6.62,6.66,4.03,4491
7640,7641,0.97,Ideal,J,I1,61.6,54.0,6.34,6.28,3.89,2370
13562,13563,1.0,Premium,D,VS1,62.7,60.0,6.36,6.31,3.97,8020
22185,22186,1.23,Very Good,E,VVS2,60.4,62.0,6.88,6.93,4.17,11175
23742,23743,0.39,Premium,E,VVS1,60.7,58.0,4.69,4.73,2.86,1300
3267,3268,1.0,Good,F,VS2,63.2,59.0,6.3,6.35,4.0,6183
14305,14306,1.02,Ideal,E,VS1,62.6,56.0,6.45,6.42,4.03,8545
7262,7263,0.91,Very Good,D,SI2,63.9,56.0,6.06,6.09,3.88,3837
284,285,0.3,Ideal,E,VS2,61.3,57.0,4.33,4.29,2.64,844
12078,12079,1.17,Premium,J,SI1,61.9,58.0,6.77,6.73,4.18,4423
14194,14195,0.3,Ideal,G,VS1,61.7,57.0,4.32,4.3,2.66,776
7344,7345,0.33,Premium,G,VVS1,61.5,59.0,4.42,4.46,2.73,810
13856,13857,0.8,Very Good,H,VVS1,61.9,56.0,5.93,5.96,3.69,3737
2857,2858,0.35,Premium,G,VVS1,61.8,57.0,4.53,4.5,2.79,1103
16106,16107,0.41,Ideal,E,SI1,62.7,57.0,4.77,4.74,2.98,969
19355,19356,2.0,Fair,I,SI2,65.9,57.0,7.96,7.79,5.19,10833
7246,7247,0.51,Ideal,E,SI1,62.4,55.0,5.09,5.14,3.19,1343
26366,26367,1.55,Very Good,H,SI1,63.2,57.0,7.35,7.31,4.64,7066
25698,25699,0.3,Premium,D,VS1,61.2,59.0,4.34,4.29,2.64,914
10329,10330,1.23,Ideal,H,I1,61.6,55.0,6.92,6.87,4.25,3168
8026,8027,1.2,Ideal,J,SI1,63.0,57.0,6.74,6.64,4.24,4234
19763,19764,0.7,Ideal,F,VS1,61.5,55.0,5.73,5.75,3.53,3261
1353,1354,0.71,Very Good,F,SI1,62.1,58.0,5.64,5.72,3.53,2221
8991,8992,0.7,Very Good,G,VVS2,60.0,60.0,5.78,5.85,3.49,3235
24588,24589,1.11,Premium,H,SI1,58.4,60.0,6.87,6.83,4.0,4842
24746,24747,0.34,Ideal,D,VS2,60.6,57.0,4.51,4.53,2.74,805
19201,19202,0.7,Premium,G,VVS1,62.8,58.0,5.68,5.62,3.55,3234
4665,4666,0.72,Very Good,J,SI1,58.3,62.0,5.87,5.93,3.44,1886
26510,26511,0.23,Ideal,F,VS1,61.1,56.0,3.97,3.99,2.43,548
7548,7549,0.57,Premium,E,SI2,61.2,57.0,5.35,5.31,3.26,1414
395,396,0.91,Ideal,H,SI1,62.0,56.0,6.19,6.22,3.85,4337
9859,9860,0.9,Ideal,F,SI1,61.7,55.0,6.19,6.16,3.81,4269
15297,15298,0.75,Premium,G,SI1,60.4,58.0,5.88,5.84,3.54,2415
26176,26177,1.0,Premium,E,SI2,60.5,61.0,6.38,6.31,3.84,4077
4838,4839,0.51,Good,G,VVS1,63.2,58.0,5.08,5.11,3.22,1872
23219,23220,1.7,Ideal,I,VS1,63.0,55.0,7.75,7.54,4.76,12030
11474,11475,0.36,Very Good,E,VS2,62.3,58.0,4.51,4.55,2.82,789
7866,7867,0.31,Ideal,G,IF,60.7,58.0,4.37,4.41,2.67,871
468,469,0.53,Good,G,SI1,63.8,56.0,5.14,5.18,3.29,1268
21109,21110,1.05,Very Good,H,VS2,63.2,58.0,6.46,6.39,4.06,5292
4740,4741,0.23,Ideal,F,VVS2,61.9,57.0,3.93,3.96,2.44,530
9768,9769,1.16,Premium,I,SI1,62.7,57.0,6.76,6.67,4.21,4872
20830,20831,1.25,Very Good,J,SI1,62.5,57.0,6.83,6.86,4.28,4702
12836,12837,0.72,Ideal,D,VS2,,54.0,5.76,5.81,3.59,3450
19570,19571,0.35,Ideal,H,VVS1,60.9,57.0,4.55,4.58,2.78,773
12535,12536,1.54,Ideal,H,SI2,61.8,57.0,7.43,7.35,4.57,6095
8955,8956,0.31,Premium,H,VS1,62.9,58.0,4.34,4.31,2.72,698
26536,26537,0.31,Ideal,G,VS1,61.9,55.0,4.36,4.37,2.7,583
9208,9209,0.3,Ideal,G,VVS2,60.6,57.0,4.35,4.33,2.63,878
17367,17368,0.73,Ideal,E,SI2,61.3,54.0,5.8,5.88,3.58,2431
11984,11985,1.01,Very Good,I,SI1,63.2,54.0,6.41,6.35,4.03,4525
20402,20403,1.2,Premium,E,SI1,62.5,56.0,6.75,6.71,4.21,6742
25455,25456,2.4,Premium,J,SI1,59.7,58.0,8.75,8.71,5.21,16304
895,896,0.31,Ideal,E,VS2,61.7,55.0,4.36,4.33,2.68,872
2703,2704,1.5,Very Good,D,VS2,62.4,57.0,7.2,7.25,4.51,17153
5625,5626,0.4,Very Good,F,VS1,61.5,59.0,4.71,4.76,2.91,982
1131,1132,0.41,Premium,F,SI1,61.0,60.0,4.81,4.77,2.92,969
7351,7352,1.0,Ideal,G,VS2,62.1,57.0,6.42,6.37,3.97,6612
13111,13112,0.32,Ideal,G,IF,61.3,56.0,4.4,4.44,2.71,918
4489,4490,1.22,Ideal,H,VVS2,61.8,57.0,6.85,6.89,4.25,8014
13995,13996,0.91,Very Good,H,VS1,62.7,63.0,6.1,6.03,3.8,3881
18716,18717,0.33,Ideal,F,VVS2,61.7,55.0,4.46,4.49,2.76,761
9277,9278,1.01,Ideal,D,VVS2,61.1,57.0,6.47,6.49,3.96,10860
2832,2833,0.71,Very Good,E,VS2,61.2,58.0,5.71,5.79,3.52,2891
13205,13206,0.46,Ideal,E,VS1,60.3,56.0,5.02,5.06,3.04,1834
17805,17806,1.01,Fair,G,VS2,65.1,56.0,6.2,6.15,4.02,5950
3779,3780,0.55,Ideal,J,SI1,62.5,57.0,5.24,5.22,3.27,1059
8761,8762,1.01,Good,E,SI2,63.9,58.0,6.37,6.31,4.05,3737
25849,25850,0.33,Ideal,F,VVS2,60.9,56.0,4.47,4.5,2.73,974
24239,24240,1.22,Very Good,G,SI2,63.2,58.0,6.82,6.76,4.29,6409
1863,1864,0.23,Good,E,VVS1,59.9,65.0,3.93,3.95,2.36,439
24497,24498,0.7,Good,D,VVS1,59.2,59.0,5.76,5.79,3.42,4198
10734,10735,1.25,Ideal,G,VS2,62.4,55.0,6.93,6.86,4.3,9030
10717,10718,0.32,Ideal,D,SI2,61.4,56.0,4.43,4.46,2.73,477
3719,3720,0.29,Very Good,G,VS1,58.1,59.0,4.39,4.42,2.56,660
2162,2163,0.3,Ideal,F,VVS1,61.2,55.0,4.33,4.36,2.66,802
24943,24944,0.55,Premium,E,SI2,61.9,58.0,5.2,5.24,3.23,1185
16350,16351,0.7,Good,H,SI1,63.3,60.0,5.57,5.65,3.55,2029
7041,7042,0.36,Good,I,VS1,63.3,56.0,4.51,4.56,2.87,568
3827,3828,0.25,Ideal,G,VS1,62.3,54.0,4.05,4.11,2.54,438
21567,21568,0.32,Ideal,F,VVS2,62.1,55.0,4.37,4.39,2.72,800
14026,14027,0.28,Ideal,F,VVS2,61.6,55.0,4.22,4.26,2.61,612
7315,7316,0.9,Ideal,E,SI2,62.6,56.0,6.15,6.06,3.82,3200
18790,18791,0.9,Premium,H,VS1,61.8,56.0,6.18,6.16,3.81,4064
15270,15271,0.3,Ideal,G,IF,61.4,57.0,4.3,4.33,2.65,863
48,49,0.73,Very Good,E,SI2,62.1,58.0,5.75,5.81,3.59,2395
8441,8442,1.05,Ideal,H,VS2,62.6,56.0,6.45,6.5,4.05,6165
4894,4895,0.29,Ideal,G,VS1,62.2,54.0,4.23,4.26,2.64,507
1783,1784,1.02,Very Good,D,SI1,63.3,60.0,6.33,6.38,4.02,5778
6564,6565,1.06,Good,E,SI2,58.8,61.0,6.63,6.67,3.91,4257
7911,7912,0.43,Premium,D,VS2,59.7,59.0,4.89,4.93,2.93,901
5871,5872,1.34,Ideal,H,VS2,60.2,56.0,7.23,7.18,4.34,7429
23547,23548,0.37,Very Good,E,VVS2,59.7,61.0,4.67,4.71,2.8,844
11723,11724,1.0,Premium,F,VS2,,55.0,6.38,6.35,4.0,5864
16568,16569,0.52,Ideal,D,SI1,62.7,56.0,5.17,5.14,3.23,1720
23763,23764,0.5,Premium,E,SI1,62.2,58.0,5.03,4.87,3.1,1073
25298,25299,2.14,Very Good,I,VS2,62.8,59.0,8.16,8.21,5.14,15931
